source_id,source_file,source_line,section,subsection,date_text,history_year_from,history_year_to,history_year,date_quality,title,summary,wiki_links,parse_notes
invsrc_0108,Timeline of historic inventions.wiki,238,Agricultural and proto-agricultural eras,Bronze Age,2300 BC,-2300,-2300,-2300,exact,Dictionary,Dictionary in Mesopotamia.,Dictionary;Mesopotamia,
invsrc_0109,Timeline of historic inventions.wiki,239,Agricultural and proto-agricultural eras,Bronze Age,2200 BC – 2000 BC,-2200,-2000,-2100,range,Iron smelting,Iron smelting in Kaman-Kalehöyük.,Iron smelting;Kaman-Kalehöyük,
invsrc_0110,Timeline of historic inventions.wiki,240,Agricultural and proto-agricultural eras,Bronze Age,2200 BC,-2200,-2200,-2200,exact,Protractor,"Protractor, Phase IV, Lothal, Indus Valley (modern-day India), a Xancus shell cylinder with sawn grooves, at right angles, in its top and bottom surfaces, has been proposed as an angle marking tool.",Protractor;Lothal;Turbinella pyrum;Archaeological Survey of India,
invsrc_0111,Timeline of historic inventions.wiki,241,Agricultural and proto-agricultural eras,Bronze Age,2000 BC,-2000,-2000,-2000,exact,Water clock,"Water clock by at least the old Babylonian period (c. 2000 – c. 1600 BC), but possibly earlier from Mohenjo-Daro in the Indus Valley.",Water clock,
invsrc_0112,Timeline of historic inventions.wiki,242,Agricultural and proto-agricultural eras,Bronze Age,2000 BC,-2000,-2000,-2000,exact,Chariot,Chariot in Russia and Kazakhstan.,Chariot;Russia;Kazakhstan,
invsrc_0113,Timeline of historic inventions.wiki,243,Agricultural and proto-agricultural eras,Bronze Age,2000 BC,-2000,-2000,-2000,exact,Scissors,"Scissors, in Mesopotamia.",Scissors;Mesopotamia,
invsrc_0114,Timeline of historic inventions.wiki,244,Agricultural and proto-agricultural eras,Bronze Age,1850 BC,-1850,-1850,-1850,exact,Proto-alphabet,Proto-alphabet (Proto-Sinaitic script) in Egypt.,Proto-Sinaitic script,
invsrc_0115,Timeline of historic inventions.wiki,245,Agricultural and proto-agricultural eras,Bronze Age,1600 BC,-1600,-1600,-1600,exact,Surgical treatise appeared,Surgical treatise appeared in Egypt.,"Edwin Smith Papyrus;American Association of Neurological Surgeons;Park Ridge, Illinois",
invsrc_0116,Timeline of historic inventions.wiki,246,Agricultural and proto-agricultural eras,Bronze Age,1500 BC,-1500,-1500,-1500,exact,Sundial,Sundial in Ancient Egypt or Babylonia (modern-day Iraq).,Sundial;Ancient Egypt;Babylonia,
invsrc_0117,Timeline of historic inventions.wiki,247,Agricultural and proto-agricultural eras,Bronze Age,1500 BC,-1500,-1500,-1500,exact,Glass manufacture,Glass manufacture in either Mesopotamia or Ancient Egypt.,Glass;Mesopotamia;Ancient Egypt,
invsrc_0118,Timeline of historic inventions.wiki,248,Agricultural and proto-agricultural eras,Bronze Age,1500 BC,-1500,-1500,-1500,exact,Seed drill,Seed drill in Babylonia.,Seed drill;Babylonia,
invsrc_0119,Timeline of historic inventions.wiki,249,Agricultural and proto-agricultural eras,Bronze Age,1400 BC,-1400,-1400,-1400,exact,"Rubber, Mesoamerican ballgame","Rubber, Mesoamerican ballgame.",Mesoamerican rubber balls;Mesoamerican ballgame,
invsrc_0120,Timeline of historic inventions.wiki,250,Agricultural and proto-agricultural eras,Bronze Age,1400 BC – 1200 BC,-1400,-1200,-1300,range,Concrete,Concrete in Tiryns (Mycenaean Greece).,Concrete;Tiryns,
invsrc_0121,Timeline of historic inventions.wiki,251,Agricultural and proto-agricultural eras,Bronze Age,1300 BC,-1300,-1300,-1300,exact,Lathe,Lathe in Ancient Egypt.,Lathe,
invsrc_0122,Timeline of historic inventions.wiki,252,Agricultural and proto-agricultural eras,Bronze Age,1200 BC,-1200,-1200,-1200,exact,Distillation,Distillation is described on Akkadian tablets documenting perfumery operations.,Distillation;Akkadian language;Elsevier,
invsrc_0123,Timeline of historic inventions.wiki,256,Agricultural and proto-agricultural eras,Iron Age,1100 BC,-1100,-1100,-1100,exact,Star catalogue,"Star catalogue — Three Stars Each is the earliest known catalogue in long-running tradition of Babylonian astronomy, likely drawing on Sumerian and/or Elamite constellations.",Star catalogue;Babylonian star catalogues;Babylonian astronomy,
invsrc_0124,Timeline of historic inventions.wiki,261,Agricultural and proto-agricultural eras,Iron Age,700 BC,-700,-700,-700,exact,Saddle,Saddle (fringed cloths or pads used by Assyrian cavalry).,Saddle;Assyrian cavalry,
invsrc_0125,Timeline of historic inventions.wiki,262,Agricultural and proto-agricultural eras,Iron Age,7th century BC,-700,-601,-650,century,Library of Ashurbanipal,"The royal Library of Ashurbanipal at Nineveh had 30,000 clay tablets, in several languages, organized according to shape and separated by content. The first recorded example of a library catalog.",Library of Ashurbanipal;Nineveh;library catalog,
invsrc_0126,Timeline of historic inventions.wiki,266,Agricultural and proto-agricultural eras,Iron Age,688 BC,-688,-688,-688,exact,"Waterproof concrete in use, by the Assyrians","Waterproof concrete in use, by the Assyrians. Later, the Romans developed concretes that could set underwater, and used concrete extensively for construction from 300 BC to 476 AD.",,
invsrc_0127,Timeline of historic inventions.wiki,267,Agricultural and proto-agricultural eras,Iron Age,650 BC,-650,-650,-650,exact,Crossbow,Crossbow in China.,Crossbow;China,
invsrc_0128,Timeline of historic inventions.wiki,268,Agricultural and proto-agricultural eras,Iron Age,600 BC,-600,-600,-600,exact,Coins,Coins in Phoenicia (Modern Lebanon) or Lydia.,Coins;Phoenicia;Lydia,
invsrc_0129,Timeline of historic inventions.wiki,269,Agricultural and proto-agricultural eras,Iron Age,Late 7th or early 6th century BC,-600,-501,-550,century,Wagonway,"Wagonway called Diolkos across the Isthmus of Corinth in Ancient Greece. thumb|With the Greco-Roman trispastos (""three-pulley-crane""), the simplest [[ancient crane, a single man tripled the weight he could lift than with his muscular strength alone. ]].",Wagonway;Diolkos;Isthmus of Corinth;Ancient Greece;American Journal of Archaeology;File:Trispastos scheme.svg;Deutsches Museum,
invsrc_0130,Timeline of historic inventions.wiki,271,Agricultural and proto-agricultural eras,Iron Age,6th century BC – 10th century AD,-600,-501,-550,century,"High Carbon Steel, produced","High Carbon Steel, produced by the Closed Crucible method, later known as Wootz steel, of South India.",Steel;Crucible steel;Wootz steel;South India;Damascus;Nature (journal),
invsrc_0131,Timeline of historic inventions.wiki,273,Agricultural and proto-agricultural eras,Iron Age,6th century – 2nd century BC,501,600,550,century,Perform cataract surgery,"Perform cataract surgery (couching). Babylonian and Egyptian texts, a millennium before, depict and mention oculists, but not the procedure itself. Systematization of medicine and surgery in the Sushruta Samhita in Vedic Northern India. Documented procedures to.",cataract surgery;Couching (ophthalmology);Sushruta Samhita,
invsrc_0132,Timeline of historic inventions.wiki,274,Agricultural and proto-agricultural eras,Iron Age,6th century – 2nd century BC,501,600,550,century,Perform Caesarean section,Perform Caesarean section. Systematization of medicine and surgery in the Sushruta Samhita in Vedic Northern India. Documented procedures to.,Caesarean section;Sushruta Samhita,
invsrc_0133,Timeline of historic inventions.wiki,275,Agricultural and proto-agricultural eras,Iron Age,6th century – 2nd century BC,501,600,550,century,Construct Prosthetic limbs,Construct Prosthetic limbs. Systematization of medicine and surgery in the Sushruta Samhita in Vedic Northern India. Documented procedures to.,Prosthetic limb;Sushruta Samhita,
invsrc_0134,Timeline of historic inventions.wiki,276,Agricultural and proto-agricultural eras,Iron Age,6th century – 2nd century BC,501,600,550,century,Plastic surgery,"Perform Plastic surgery, though reconstructive nasal surgery is described in millennia older Egyptian papyri. Systematization of medicine and surgery in the Sushruta Samhita in Vedic Northern India. Documented procedures to.",Plastic surgery;nasal surgery;Edwin Smith Papyrus;National Informatics Centre;Sushruta Samhita,
invsrc_0135,Timeline of historic inventions.wiki,277,Agricultural and proto-agricultural eras,Iron Age,Late 6th century BC,-600,-501,-550,century,Crank motion,"Crank motion (rotary quern) in Carthage or 5th century BC Celtiberian Spain Later during the Roman empire, a mechanism appeared that incorporated a connecting rod.",Crank (mechanism);rotary quern;Ancient Carthage;Celtiberians;Spain;American Journal of Archaeology;Journal of Roman Archaeology,
invsrc_0136,Timeline of historic inventions.wiki,278,Agricultural and proto-agricultural eras,Iron Age,Before 5th century BC,-500,-401,-450,century,Loan deeds,Loan deeds in Upanishadic India.,Deed,
invsrc_0137,Timeline of historic inventions.wiki,279,Agricultural and proto-agricultural eras,Iron Age,500 BC,-500,-500,-500,exact,Lighthouse,Lighthouse in Greece.,Lighthouse,
invsrc_0138,Timeline of historic inventions.wiki,283,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,500 – 200 BC,-500,-200,-350,range,"Toe stirrup, depicted","Toe stirrup, depicted in 2nd century Buddhist art, of the Sanchi and Bhaja Caves, of the Deccan Satavahana empire (modern-day India) although may have originated as early as 500 BC.",Stirrup;Satavahana dynasty;Moscow,
invsrc_0139,Timeline of historic inventions.wiki,284,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,485 BC,-485,-485,-485,exact,Catapult,"Catapult by Ajatashatru in Magadha, India.",Catapult;Ajatashatru;Magadha (Mahajanapada);India,
invsrc_0140,Timeline of historic inventions.wiki,285,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,485 BC,-485,-485,-485,exact,Scythed chariot,"Scythed chariot by Ajatashatru in Magadha, India.",Ajatashatru;Magadha (Mahajanapada);India,
invsrc_0141,Timeline of historic inventions.wiki,286,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,5th century BC,-500,-401,-450,century,Cast iron,"Cast iron in Ancient China: Confirmed by archaeological evidence, the earliest cast iron is developed in China by the early 5th century BC during the Zhou dynasty (1122–256 BC), the oldest specimens found in a tomb of Luhe County in Jiangsu province.",Cast iron;History of China;Zhou dynasty;Jiangsu,
invsrc_0142,Timeline of historic inventions.wiki,287,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,480 BC,-480,-480,-480,exact,Spiral stairs,"Spiral stairs (Temple A) in Selinunte, Sicily (see also List of ancient spiral stairs).",Spiral stairs;Selinunte;Sicily;List of ancient spiral stairs;Phoenix (classics journal),
invsrc_0143,Timeline of historic inventions.wiki,288,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,By 407 BC,-407,-407,-407,exact,Wheelbarrow,Early descriptions of what may be a Wheelbarrow in Greece. First actual depiction of one (tomb mural) shows up in China in 118 AD.,Wheelbarrow;Technology and Culture;China;Joseph Needham,
invsrc_0144,Timeline of historic inventions.wiki,289,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,By 400 BC,-400,-400,-400,exact,Camera obscura described,Camera obscura described by Mo-tzu (or Mozi) in China.,Camera obscura;Mozi,
invsrc_0145,Timeline of historic inventions.wiki,293,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,400 and 300 BC,-400,-300,-350,range,0,Invention of the concept of zero in Babylon (now Iraq). It was invented independently by the Maya in the first few centuries AD.,0;Babylon;Maya civilization,
invsrc_0146,Timeline of historic inventions.wiki,294,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,4th century BC,-400,-301,-350,century,Traction trebuchet,Traction trebuchet in Ancient China.,Trebuchet;History of China,
invsrc_0147,Timeline of historic inventions.wiki,295,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,4th century BC,-400,-301,-350,century,Gears,Gears in Ancient China.,Gear;History of China,
invsrc_0148,Timeline of historic inventions.wiki,296,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,4th century BC,-400,-301,-350,century,Reed pen,"Reed pens, utilising a split nib, were used to write with ink on Papyrus in Egypt.",Reed pen;Papyrus,
invsrc_0149,Timeline of historic inventions.wiki,297,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,4th century BC,-400,-301,-350,century,"Nailed horseshoe, with 4 bronze shoes found","Nailed horseshoe, with 4 bronze shoes found in an Etruscan tomb.",horseshoe;Etruscan civilization,
invsrc_0150,Timeline of historic inventions.wiki,298,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,375 BC – 350 BC,-375,-350,-362,range,Animal-driven rotary mill,Animal-driven rotary mill in Carthage.,Horse mill,
invsrc_0151,Timeline of historic inventions.wiki,299,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,By the late 4th century BC,-400,-301,-350,century,Corporations,Corporations in either the Maurya Empire of India or in Ancient Rome (Collegium).,Corporation;Maurya Empire;University of Michigan;Collegium (ancient Rome),
invsrc_0152,Timeline of historic inventions.wiki,300,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,Late 4th century BC,-400,-301,-350,century,Cheque,Cheque in the Maurya Empire of India.,Cheque;Maurya Empire,
invsrc_0153,Timeline of historic inventions.wiki,301,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,Late 4th century BC,-400,-301,-350,century,Formal systems,"Formal systems by Pāṇini in India, possibly during the reign of Chandragupta Maurya.",Formal system;Pāṇini;Chandragupta Maurya,
invsrc_0154,Timeline of historic inventions.wiki,302,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,4th to 3rd century BC,-300,-201,-250,century,Zinc mining,"Zinc production in North-Western India during the Maurya Empire. The earliest known zinc mines and smelting sites are from Zawar, near Udaipur, in Rajasthan.",Zinc mining;India;Maurya Empire;Udaipur;Rajasthan,
invsrc_0155,Timeline of historic inventions.wiki,306,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,3rd century BC,-300,-201,-250,century,Analog computers,"Analog computers in the Hellenistic world (see e.g. the Antikythera mechanism), possibly in Rhodes.",Analog computer;Antikythera mechanism;Rhodes,
invsrc_0156,Timeline of historic inventions.wiki,307,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,By at least the 3rd century BC,-300,-201,-250,century,Archimedes' screw,"Archimedes' screw, one of the earliest hydraulic machines, was first used in the Nile river for irrigation purposes in Ancient Egypt.",Archimedes' screw;hydraulic;Ancient Egypt,
invsrc_0157,Timeline of historic inventions.wiki,308,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,Early 3rd century BC,-300,-201,-250,century,Canal lock,Canal lock in Canal of the Pharaohs under Ptolemy II (283–246 BC) in Hellenistic Egypt.,Lock (water transport);Canal of the Pharaohs;Ptolemy II;Hellenistic Egypt;American Journal of Archaeology,
invsrc_0158,Timeline of historic inventions.wiki,309,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,3rd century BC,-300,-201,-250,century,"Cam during the Hellenistic period, used","Cam during the Hellenistic period, used in water-driven automata.",Cam (mechanism);Hellenistic period;automata;Andrew Wilson (classical archaeologist);The Journal of Roman Studies,
invsrc_0159,Timeline of historic inventions.wiki,310,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,By the 3rd century BC,-300,-201,-250,century,Water wheel,"Water wheel. The origin is unclear: Indian Pali texts dating to the 4th century BCE refer to the cakkavattaka, which later commentaries describe as arahatta-ghati-yanta (machine with wheel-pots attached). Helaine Selin suggests that the device existed in Persia before 350 BC. The clearest description of the water.",Water wheel;Helaine Selin;Springer Science & Business Media;Escapement;Philo of Byzantium;John Peter Oleson;Örjan Wikander,
invsrc_0160,Timeline of historic inventions.wiki,311,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,3rd century BC,-300,-201,-250,century,Gimbal described,Gimbal described by Philo of Byzantium.,Gimbal,
invsrc_0161,Timeline of historic inventions.wiki,312,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,Late 3rd century BC,-300,-201,-250,century,Dry dock under Ptolemy IV,Dry dock under Ptolemy IV (221–205 BC) in Hellenistic Egypt.,Dry dock;Ptolemy IV;Hellenistic Egypt,
invsrc_0162,Timeline of historic inventions.wiki,313,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,3rd century BC – 2nd century BC,-300,-201,-250,century,Blast furnace,"Blast furnace in Ancient China: The earliest discovered blast furnaces in China date to the 3rd and 2nd centuries BC, although most sites are from the later Han dynasty. thumb|The earliest [[fore-and-aft rigs, spritsails, appeared in the 2nd century BC in the Aegean Sea on small Greek craft. Here a spritsail used on a.","Blast furnace;History of China;Han dynasty;File:Museum für Antike Schiffahrt, Mainz 02. Spritsail.jpg;spritsails;Aegean Sea;Lionel Casson;Roman Empire",
invsrc_0163,Timeline of historic inventions.wiki,318,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,2nd century BC,-200,-101,-150,century,Paper,Paper in Han dynasty China.,Paper;Han dynasty;China;Cai Lun;History of cartography;Fangmatan;Gansu,
invsrc_0164,Timeline of historic inventions.wiki,319,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,206 BC,-206,-206,-206,exact,Compass,Compass in Han dynasty China.,Compass;Han dynasty;China,
invsrc_0165,Timeline of historic inventions.wiki,320,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,Early 2nd century BC,-200,-101,-150,century,Astrolabe invented,Astrolabe invented by Apollonius of Perga.,Astrolabe;Apollonius of Perga,
invsrc_0166,Timeline of historic inventions.wiki,323,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,1st century BC,-100,-1,-50,century,Segmental arch bridge,"Segmental arch bridge (e.g. Pont-Saint-Martin or Ponte San Lorenzo) in Italy, Roman Republic.",arch bridge;Pont-Saint-Martin (bridge);Ponte San Lorenzo;Italy;Roman Republic,
invsrc_0167,Timeline of historic inventions.wiki,324,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,1st century BC,-100,-1,-50,century,News bulletin during the reign of Julius Caesar,"News bulletin during the reign of Julius Caesar. A paper form, i.e. the earliest newspaper, later appeared during the late Han dynasty in the form of the Dibao.",newspaper;Dibao,
invsrc_0168,Timeline of historic inventions.wiki,325,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,1st century BC,-100,-1,-50,century,Arch dam,"Arch dam (Glanum Dam) in Gallia Narbonensis, Roman Republic (see also List of Roman dams).",Arch dam;Glanum Dam;Gallia Narbonensis;Roman Republic;List of Roman dams;Örjan Wikander,
invsrc_0169,Timeline of historic inventions.wiki,326,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,Before 40 BC,-40,-40,-40,exact,Trip hammer,Trip hammer in China.,Trip hammer;China,
invsrc_0170,Timeline of historic inventions.wiki,327,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,37 BC – 14 BC,-37,-14,-26,range,Glass blowing developed,Glass blowing developed in Jerusalem.,Glass blowing;Gerd Hatje,
invsrc_0171,Timeline of historic inventions.wiki,328,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,Before 25 BC,-25,-25,-25,exact,Reverse overshot water wheel,"Reverse overshot water wheel by Roman engineers in Rio Tinto, Spain.",Reverse overshot water wheel;Roman engineering;Rio Tinto (river),
invsrc_0172,Timeline of historic inventions.wiki,329,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,25 BC,-25,-25,-25,exact,Noodle,Noodle in Lajia in China.,Noodle;Lajia;China,
invsrc_0173,Timeline of historic inventions.wiki,332,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,1st century AD,1,100,50,century,"Aeolipile, a simple steam turbine is recorded","The aeolipile, a simple steam turbine is recorded by Hero of Alexandria.",aeolipile;steam turbine,
invsrc_0174,Timeline of historic inventions.wiki,333,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,1st century AD,1,100,50,century,Use of respiratory protective equipment is documented,The first use of respiratory protective equipment is documented by Pliny the Elder ( –79) using animal bladder skins to protect workers in Roman mines from red lead oxide dust.,respiratory protective equipment;Pliny the Elder,
invsrc_0175,Timeline of historic inventions.wiki,334,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,1st century AD,1,100,50,century,Surviving wine,Oldest surviving wine.,wine,
invsrc_0176,Timeline of historic inventions.wiki,335,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,1st century AD,1,100,50,century,Vending machines invented,Vending machines invented by Hero of Alexandria.,Vending machine;Hero of Alexandria,
invsrc_0177,Timeline of historic inventions.wiki,339,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,132,132,132,132,exact,Seismometer,"Seismometer and pendulum in Han dynasty China, built by Zhang Heng. It is a large metal urn-shaped instrument which employed either a suspended pendulum or inverted pendulum acting on inertia, like the ground tremors from earthquakes, to dislodge a metal ball by a lever trip device.",Seismometer;pendulum;Han dynasty;China;Zhang Heng;inverted pendulum;earthquake;Chinese Science,
invsrc_0178,Timeline of historic inventions.wiki,340,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,2nd century,101,200,150,century,Carding,Carding in India.,Carding,
invsrc_0179,Timeline of historic inventions.wiki,344,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,By at least the 3rd century,201,300,250,century,Crystallized sugar,Crystallized sugar in India.,,
invsrc_0180,Timeline of historic inventions.wiki,345,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,Early 3rd century,201,300,250,century,Woodblock printing,Woodblock printing is invented in Han dynasty China at sometime before 220 AD. This made China become the world's first print culture.,Woodblock printing;Han dynasty;China;print culture,
invsrc_0181,Timeline of historic inventions.wiki,346,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,Late 3rd century – Early 4th century,201,300,250,century,Water turbine,Water turbine in the Roman Empire in modern-day Tunisia.,Water turbine;Roman Empire;Tunisia;Andrew Wilson (classical archaeologist);Örjan Wikander,
invsrc_0182,Timeline of historic inventions.wiki,350,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,280 – 550,280,550,415,range,"Chaturanga, a precursor of Chess was invented","Chaturanga, a precursor of Chess was invented in India during the Gupta Empire.",Chaturanga;Chess;Gupta Empire,
invsrc_0183,Timeline of historic inventions.wiki,351,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,4th century,301,400,350,century,Dichroic glass,"Roman Dichroic glass, which displays one of two different colors depending on lighting conditions.",Dichroic glass,
invsrc_0184,Timeline of historic inventions.wiki,352,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,4th century,301,400,350,century,Simple suspension bridge,"Simple suspension bridge, independently invented in Pre-Columbian South America, and the Hindu Kush range, of present-day Afghanistan and Pakistan. With Han dynasty travelers noting bridges being constructed from 3 or more vines or 3 ropes. Later bridges constructed utilizing cables of iron chains appeared in Tibet.",Simple suspension bridge;Hindu Kush;Afghanistan;Pakistan,
invsrc_0185,Timeline of historic inventions.wiki,360,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,4th century,301,400,350,century,Fishing reel,"Fishing reel in Ancient China: In literary records, the earliest evidence of the fishing reel comes from a 4th-century AD work entitled Lives of Famous Immortals.",Fishing reel;History of China,
invsrc_0186,Timeline of historic inventions.wiki,361,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,347,347,347,347,exact,Oil Well,Oil Wells and Borehole drilling in China. Such wells could reach depths of up to 240 m (790 ft).,Oil Well;Borehole;China,
invsrc_0187,Timeline of historic inventions.wiki,366,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,400,400,400,400,exact,Iron pillar of Delhi,"The construction of the Iron pillar of Delhi in Mathura by the Gupta Empire shows the development of rust-resistant ferrous metallurgy in Ancient India, although original texts do not survive to detail the specific processes invented in this period.",Iron pillar of Delhi;Mathura;Gupta Empire,
invsrc_0188,Timeline of historic inventions.wiki,368,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,5th century,401,500,450,century,Horse collar,"The horse collar as a fully developed collar harness is developed in Northern and Southern dynasties China during the 5th century AD. The earliest depiction of it is a Dunhuang cave mural from the Chinese Northern Wei dynasty, the painting dated to 477–499.",horse collar;Northern and Southern dynasties;China;Dunhuang;mural;Northern Wei;painting,
invsrc_0189,Timeline of historic inventions.wiki,369,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,5th century – 6th century,401,500,450,century,Pointed arch bridge,"Pointed arch bridge (Karamagara Bridge) in Cappadocia, Eastern Roman Empire thumb|A [[w:Demographics of Nepal|Nepali Charkha in action]].",Pointed arch bridge;Karamagara Bridge;Cappadocia;Eastern Roman Empire;Muqarnas (journal);File:Nepali charka in action.jpg;w:Spinning wheel,
invsrc_0190,Timeline of historic inventions.wiki,373,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,By the 6th century,501,600,550,century,Incense clock,Incense clock in China.,Incense clock,
invsrc_0191,Timeline of historic inventions.wiki,374,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,After 500,500,500,500,exact,Charkha invented,"Charkha (spinning wheel/cotton gin) invented in India (probably during the Vakataka dynasty of Maharashtra, India), between 500 and 1000 A.D.","Charkha (spinning wheel);Vakataka dynasty;Maharashtra, India",
invsrc_0192,Timeline of historic inventions.wiki,375,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,563,563,563,563,exact,Pendentive dome,"Pendentive dome (Hagia Sophia) in Constantinople, Eastern Roman Empire.",Pendentive;dome;Hagia Sophia;Constantinople;Eastern Roman Empire,
invsrc_0193,Timeline of historic inventions.wiki,376,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,577,577,577,577,exact,Sulfur matches exist,Sulfur matches exist in China.,Match;China,
invsrc_0194,Timeline of historic inventions.wiki,377,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,589,589,589,589,exact,Toilet paper,"Toilet paper in Sui dynasty China, first mentioned by the official Yan Zhitui (531–591), with full evidence of continual use in subsequent dynasties.",Toilet paper;Sui dynasty;China;Yan Zhitui,
invsrc_0195,Timeline of historic inventions.wiki,381,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,619,619,619,619,exact,Toothbrush,Toothbrush in China during the Tang dynasty.,Toothbrush;China;Tang dynasty,
invsrc_0196,Timeline of historic inventions.wiki,382,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,672,672,672,672,exact,Greek fire,"Greek fire in Constantinople, Byzantine Empire: Greek fire, an incendiary weapon likely based on petroleum or naphtha, is invented by Kallinikos, a Lebanese Greek refugee from Baalbek, as described by Theophanes. However, the historicity and exact chronology of this account is dubious, and it could be that Kallinikos.",Greek fire;Constantinople;Byzantine Empire;incendiary device;petroleum;naphtha;Baalbek;Theophanes the Confessor,
invsrc_0197,Timeline of historic inventions.wiki,383,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,7th century,601,700,650,century,Banknote,"Banknote in Tang dynasty China: The banknote is first developed in China during the Tang and Song dynasties, starting in the 7th century. Its roots are in merchant receipts of deposit during the Tang dynasty (618–907), as merchants and wholesalers desire to avoid the heavy bulk of copper coinage in large commercial.",Banknote;Tang dynasty;China;Economy of the Song dynasty;Song dynasty;receipt;Four occupations;wholesaler;Ancient Chinese coinage,
invsrc_0198,Timeline of historic inventions.wiki,384,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,7th century,601,700,650,century,Porcelain,"Porcelain in Tang dynasty China: True porcelain is manufactured in northern China from roughly the beginning of the Tang dynasty in the 7th century, while true porcelain was not manufactured in southern China until about 300 years later, during the early 10th century.",Porcelain;Tang dynasty;China,
invsrc_0199,Timeline of historic inventions.wiki,392,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,9th century,801,900,850,century,Gunpowder,"Gunpowder in Tang dynasty China: Gunpowder is, according to prevailing academic consensus, discovered in the 9th century by Chinese alchemists searching for an elixir of immortality. Evidence of gunpowder's first use in China comes from the Five Dynasties and Ten Kingdoms period (618–907). The earliest known recorded.",Gunpowder;Tang dynasty;China;Chinese alchemy;elixir of life;Five Dynasties and Ten Kingdoms period;Wujing Zongyao;Song dynasty,
invsrc_0200,Timeline of historic inventions.wiki,393,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,9th century,801,900,850,century,Playing card,Playing card in Tang dynasty China.,Playing card;Tang dynasty;China;American Anthropologist,
invsrc_0201,Timeline of historic inventions.wiki,397,Agricultural and proto-agricultural eras,Classical antiquity and medieval era,10th century,901,1000,950,century,Fire lance,"Fire lance in Song dynasty China, developed in the 10th century with a tube of first bamboo and later on metal that shot a weak gunpowder blast of flame and shrapnel, its earliest depiction is a painting found at Dunhuang. Fire lance is the earliest firearm in the world and one of the earliest gunpowder weapons.",Fire lance;Song dynasty;China;gunpowder;Dunhuang;firearm,
